id,book_id,spell_id,char_id,excerpt
361,3,79,,"shape that you find amusing, we will practice the charm without wands first, after me, please riddikulus! riddikulus! said the class together, good, said professor lupin, very good, but that"
362,3,79,17,"the floor as a cockroach, crack! snape was back, this time neville charged forward looking determined, riddikulus! he shouted, and they had a split second's view of snape in his lacy dress before neville"
363,3,79,20,"was, then they saw a silvery-white orb hanging in the air in front of lupin, who said, riddikulus! al-most lazily, crack! forward, neville, and finish him off! said lupin as the"
364,3,79,,"you find amusing, we will practice the charm without wands first, after me, please riddikulus! riddikulus! said the class together, good, said professor lupin, very good, but that was the"
365,4,79,1,". hang on! he shouted, advancing in the wake of his silver patronus, you're a boggart! riddikulus! there was a loud crack, and the shape-shifter exploded in a wisp of smoke, the silver"
366,5,79,39,", a trickle of blood running down his face, no! mrs. weasley moaned, no riddikulus! riddikulus! riddikulus! crack, dead twins, crack, dead percy, crack, dead Harry mrs."
367,5,79,39,"glasses askew, a trickle of blood running down his face, no! mrs. weasley moaned, no riddikulus! riddikulus! riddikulus! crack, dead twins, crack, dead percy, crack, dead Harry"
368,5,79,1,"seemed to understand in an instant, pulling out his own wand he said, very firmly and clearly, riddikulus! Harry's body vanished, a silvery orb hung in the air over the spot where it had lain"
369,5,79,39,"trickle of blood running down his face, no! mrs. weasley moaned, no riddikulus! riddikulus! riddikulus! crack, dead twins, crack, dead percy, crack, dead Harry mrs. weasley,"
370,7,80,2,"disturbances in the surrounding air : it was as if hermione had cast a heat haze upon their clearing, salviohexia protegototalum repellomuggletum muffliato you could get out the tent, Harry, tent?"
371,7,80,2,"field at dusk; hermione was already running in a circle around them, waving her wand, protegototalum salviohexia that treacherous old bleeder! ron panted, emerging from beneath the invisibility cloak and throwing it to"
372,6,82,,", of course i'm glad Harry wasn't cursed! said hermione, clearly stung, but you can't call that sectumsempra spell good, ginny, look where it's landed him! and i'd have thought, seeing what this"
373,6,82,,"madam pomfrey was dabbing at his wounds with some harsh-smelling green ointment, Harry re-membered how snape had mended malfoy's sectumsempra wounds so easily with his wand, can't you fix them with a charm or something? he asked"
374,6,82,1,"or on the fallen bodies, still slashing at the air with his wand, Harry yelled, sectumsempra! sectumsempra! but though gashes appeared in their sodden rags and their icy skin, they had no blood to"
375,6,82,,"pride, and so did my parents  that there was all the difference in the world, chapter 24 sectumsempra exhausted but delighted with his night's work, Harry told ron and hermione everything that had happened during next"
376,6,82,1,"screamed loudly; water poured everywhere and Harry slipped as malfoy, his face contorted, cried, cruci  sectumsempra! bellowed Harry from the floor, waving his wand wildly, blood spurted from malfoy's face and chest"
377,6,82,1,"stepped over or on the fallen bodies, still slashing at the air with his wand, Harry yelled, sectumsempra! sectumsempra! but though gashes appeared in their sodden rags and their icy skin, they had no"
378,7,82,23," a death eater moved ahead of snape and raised his wand, pointing it directly at lupin's back  sectumsempra! shouted snape, but the spell, intended for the death eater's wand hand, missed and hit"
379,7,82,,"said lupin, snape? shouted Harry, you didn't say  he lost his hood during the chase, sectumsempra was always a speciality of snape's, i wish i could say i'd paid him back in kind,"
380,2,83,16,". three  two  one  go! he shouted, malfoy raised his wand quickly and bellowed, serpensortia! the end of his wand exploded, Harry watched, aghast, as a long black snake shot"
381,5,84,3,". silencio! the large and ugly raven in front of him let out a derisive caw, silencio! silencio! the raven cawed more loudly, it's the way you're moving your wand, said hermione, watching"
382,5,84,2,"bewildered to react, we've got him! yelled the death eater nearest Harry, in an office off  silencio! cried hermione, and the man's voice was extinguished, he continued to mouth through the hole in"
383,5,84,2,"fine, let's swap, said hermione, seizing ron's raven and replacing it with her own fat bullfrog, silencio! the raven continued to open and close its sharp beak, but no sound came out, very"
384,5,84,3,"got him, silencio! the large and ugly raven in front of him let out a derisive caw, silencio! silencio! the raven cawed more loudly, it's the way you're moving your wand, said hermione"
385,5,84,3,"mr. weasley! wha ? oh  oh, right, said ron, very flustered, er  silencio! he jabbed at the bullfrog so hard that he poked it in the eye; the frog gave"
386,5,84,3,"reckon he'll risk it again, said ron, he's not stupid, he knows she nearly got him, silencio! the large and ugly raven in front of him let out a derisive caw, silencio! silencio"
387,5,84,2,"very close call last night, said hermione, i just wonder if umbridge knows how close it was, silencio! the bullfrog on which she was practicing her silencing charm was struck dumb mid-croak and glared at her"
388,5,84,2,"waved his wand without really concentrating; his bullfrog swelled like a green balloon and emitted a high-pitched whistle, silencio! said hermione hastily, pointing her wand at Harry's frog, which deflated silently before them, well"
389,4,85,33,", said fudge comfortably, ludo whipped out his wand, directed it at his own throat, and said sonorus! and then spoke over the roar of sound that was now filling the packed stadium; his voice"
390,4,85,33,"directions, to station themselves around the maze, bagman now pointed his wand at his throat, muttered, sonorus, and his magically magnified voice echoed into the stands, ladies and gentlemen, the third and final"
391,4,85,33,"table; he pointed his wand at his throat as he had done at the world cup, said, sonorus! and his voice boomed out across the dark water toward the stands, well, all our champions"
392,6,86,2,"Harry indignantly, as she pulled his copy of advanced potion-making out of his bag and raised her wand, specialisrevelio! she said, rapping it smartly on the front cover, nothing whatsoever happened, the book simply"
393,6,86,37,"incantations that she did not need to say the words aloud, ernie macmillan, however, was muttering, specialisrevelio! over his cauldron, which sounded impressive, so Harry and ron hastened to imitate him, it"
394,4,87,28,"! moody raised his wand, he opened his mouth; Harry plunged his own hand into his robes  stupefy! there was a blinding flash of red light, and with a great splintering and crashing, the"
395,4,87,1,"at it; the spider jerked, scuttled around, and ran at Harry instead, stupefy! impedimenta! stupefy! but it was no use  the spider was either so large, or so magical, that"
396,4,87,1,"have thrown a stone at it; the spider jerked, scuttled around, and ran at Harry instead, stupefy! impedimenta! stupefy! but it was no use  the spider was either so large, or"
397,4,87,15,"his leg connected with the pincers and next moment he was in excruciating pain, he could hear cedric yelling stupefy! too, but his spell had no more effect than Harry's  Harry raised his wand as the"
398,4,87,1,"its back, its thick armor glinted in the light from Harry's wand, which he pointed at it, stupefy! the spell hit the skrewt's armor and rebounded; Harry ducked just in time, but could smell"
399,4,87,1,"out of his hand as a gigantic spider stepped into the path and began to bear down upon cedric, stupefy! Harry yelled; the spell hit the spider's gigantic, hairy black body, but for all the"
400,4,87,,"spells, on the count of three! Harry saw each of the dragon keepers pull out his wand, stupefy! they shouted in unison, and the stunning spells shot into the darkness like fiery rockets, bursting"
401,4,87,1,"think, he aimed high at the spider's underbelly, as he had done with the skrewt, and shouted stupefy! just as cedric yelled the same thing, the two spells combined did what one alone had not"
402,4,87,,"think, he yelled, duck! he seized the other two and pulled them down onto the ground, stupefy! roared twenty voices  there was a blinding series of flashes and Harry felt the hair on his"
403,4,87,1,"up and pointed his wand at krum just as krum looked up, krum turned and began to run, stupefy! Harry yelled, the spell hit krum in the back; he stopped dead in his tracks,"
404,5,87,17,", clearly determined to repair the damage, Harry flung himself sideways as neville took aim again and shouted, stupefy! the jet of red light flew right over the death eater's shoulder and hit a glass-fronted cabinet on"
405,5,87,1,"and i know spells of such power that you, pathetic little boy, can never hope to compete  stupefy! yelled Harry, he had edged right around to where the goblin stood beaming up at the now"
406,5,87,25,"hurry, filch, hurry! shrieked umbridge, they'll be all over the school unless we do something  stupefy! a jet of red light shot out of the end of her wand and hit one of the"
407,5,87,1,"man relinquished Harry at once with a howl of pain and Harry whirled around to face him and gasped, stupefy! the death eater keeled over backward and his mask slipped off, it was macnair, buckbeak's would-be"
408,5,87,2,"merely ducked his head and sprinted onward; a hand caught him by the shoulder; he heard her-mione shout stupefy! and the hand released him at once, they were at the end of row ninety-seven; Harry"
409,5,87,1,"saw the knees of the death eaters bend, poking his wand out from under the desk he shouted, stupefy! a jet of red light hit the nearest death eater; he fell backward into a grandfather clock"
410,5,87,2,"so that he could not see, he ripped it off with his free hand and shouted, stup  stupefy! screamed hermione, who had just caught up with them, the jet of red light hit the"
411,6,87,1,"to disapparate  Harry tore past hagrid and his opponent, took aim at snape's back, and yelled, stupefy! he missed; the jet of red light soared past snape's head; snape shouted, run,"
412,7,87,5,": scabior drew his wand, what d'you think you're playing at, woman? stupefy! she screamed, stupefy! they were no match for her, even though there were four of them against one of her"
413,7,87,1,"armchair and wrested the three wands from draco's grip, pointed all of them at greyback, and yelled, stupefy! the werewolf was lifted off his feet by the triple spell, flew up to the ceiling,"
414,7,87,1,"disembodied hand and wand pointing at him, he tried to draw his own wand, but too late : stupefy! yaxley slid to the ground to lie curled on the floor, Harry! hermione, if you"
415,7,87,1,"he raised his wand, not even troubling to keep it concealed beneath the invisibility cloak, and said, stupefy! there was a flash of red light; umbridge crumpled and her forehead hit the edge of the"
416,7,87,5,"of anger from his fellows : scabior drew his wand, what d'you think you're playing at, woman? stupefy! she screamed, stupefy! they were no match for her, even though there were four of"
417,7,87,1,"on the hot metal, Harry struggled to his feet and knew that the only way out was through, stupefy! he bellowed, and ron and hermione joined in : jets of red light flew into the crowd"
418,7,87,1,"spells shattered the tiled wall where ron's head had just been, as Harry, still invisible, yelled, stupefy! the great blond death eater was hit in the face by a jet of red light : he"
419,7,87,1,"them, and Harry had to sink low into the sidecar to avoid them, wriggling around he cried, stupefy! and a red bolt of light shot from his own wand, cleaving a gap between the four"
420,7,87,1,"who had sprinted after ron, lucius, narcissa, draco, and greyback wheeled about; Harry yelled, stupefy! and lucius malfoy collapsed onto the hearth, jets of light flew from draco's, narcissa's, and"
421,2,88,16,"but this was a mis-take; gasping for breath, malfoy pointed his wand at Harry's knees, choked, tarantallegra! and the next second Harry's legs began to jerk around out of his control in a kind of"
422,5,88,38,"at-tacker was now bearing down upon Harry and neville : dolohov, his long pale face twisted with glee, tarantallegra! he shouted, his wand pointing at neville, whose legs went immediately into a kind of frenzied"
423,6,89,2,"distorted reflection, you're covered in blood! said hermione, come here  she raised her wand, said tergeo! and siphoned off the dried blood, thanks, said Harry, feeling his now clean face,"
424,7,89,3,"out the oven earlier, hastily pulling out his wand, he pointed it at the rag and said, tergeo, the wand siphoned off most of the grease, looking rather pleased with himself, ron handed the"
425,7,89,1,"saw a few tiny movements from the pictures, as bathilda fumbled with logs for the fire, he muttered tergeo : the dust vanished from the photographs, and he saw at once that half a dozen were missing"
426,3,90,20,"the class over his shoulder, please watch closely, he raised the wand to shoulder height, said, waddiwasi! and pointed it at peeves, with the force of a bullet, the wad of chewing gum"
427,1,91,2,", ron snarled, hermione rolled up the sleeves of her gown, flicked her wand, and said, wingardiumleviosa! their feather rose off the desk and hovered about four feet above their heads, oh, well"
428,1,91,1,"knowing what he was going to do he heard him-self cry the first spell that came into his head : wingardiumleviosa! the club flew suddenly out of the troll's hand, rose high, high up into the air"
429,1,91,3,"put it out with his hat, ron, at the next table, wasn't having much more luck, wingardiumleviosa! he shouted, waving his long arms like a windmill, you're saying it wrong, Harry heard"
430,5,91,1,"the brains slipped and slid over him and began spinning their long, col-ored tentacles, but he shouted, wingardiumleviosa! and they flew into the air away from him, slipping and sliding he ran on toward the"
431,7,91,3," yeah  ron looked around, then directed his wand at a twig on the ground and said, wingardiumleviosa! the twig flew up from the ground, spun through the air as if caught by a gust"
432,7,91,1,"then the sidecar began to lose height  in desperation Harry pointed his wand at the sidecar and shouted, wingardiumleviosa! the sidecar rose like a cork, unsteerable but at least still airborne : he had but a"
